school;sex;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;higher;internet;famrel;goout;Dalc;Walc;health;absences;M_studytime;M_failures;M_paid;M_G1;M_G2;M_G3;P_studytime;P_failures;P_paid;P_G1;P_G2;P_G3
GP;F;U;GT3;T;4;4;services;at_home;course;mother;1;yes;yes;4;3;1;1;5;0;3.0;0.0;no;13.0;14.0;15.0;3.0;0.0;no;11.0;0.0;0.0
GP;F;U;GT3;A;3;3;other;other;course;other;2;yes;yes;4;2;1;1;5;0;1.0;0.0;no;9.0;9.0;10.0;1.0;2.0;no;4.0;0.0;0.0
GP;F;U;GT3;T;4;4;teacher;teacher;course;mother;2;yes;yes;4;2;1;1;5;0;1.0;0.0;no;13.0;14.0;14.0;1.0;0.0;no;16.0;16.0;15.0
GP;M;U;GT3;T;2;1;other;other;home;mother;1;yes;yes;5;5;1;2;5;0;1.0;0.0;no;9.0;7.0;6.0;1.0;3.0;no;5.0;0.0;0.0
GP;F;U;GT3;T;1;1;other;services;course;father;1;yes;yes;4;2;1;2;5;0;2.0;0.0;no;12.0;12.0;12.0;2.0;0.0;yes;8.0;11.0;11.0
GP;F;U;GT3;T;1;2;at_home;other;course;mother;1;yes;yes;4;2;1;1;5;2;2.0;0.0;no;13.0;12.0;13.0;2.0;0.0;yes;10.0;11.0;11.0
GP;M;U;GT3;T;4;4;teacher;teacher;course;mother;1;no;yes;3;2;2;1;5;0;1.0;0.0;no;9.0;9.0;8.0;1.0;0.0;no;7.0;6.0;0.0
GP;M;U;LE3;T;1;1;other;other;course;mother;1;no;yes;2;5;2;5;4;0;1.0;2.0;no;11.0;9.0;0.0;1.0;3.0;no;6.0;5.0;0.0
GP;M;U;LE3;T;2;1;at_home;other;course;mother;1;yes;no;4;4;3;5;5;6;1.0;1.0;no;9.0;10.0;10.0;1.0;1.0;no;12.0;13.0;14.0
GP;M;U;GT3;T;3;2;services;at_home;home;mother;1;no;yes;4;4;1;1;4;0;1.0;0.0;no;11.0;9.0;11.0;1.0;3.0;no;5.0;0.0;0.0
GP;F;U;GT3;T;4;4;other;teacher;course;mother;1;yes;no;4;1;1;1;4;0;1.0;0.0;no;13.0;13.0;13.0;1.0;0.0;no;11.0;11.0;12.0
GP;M;R;GT3;T;2;3;at_home;services;course;mother;1;yes;no;4;4;1;1;1;2;2.0;0.0;yes;7.0;8.0;8.0;2.0;0.0;yes;11.0;8.0;8.0
GP;M;R;LE3;T;1;2;other;other;reputation;mother;1;yes;no;2;2;3;3;5;8;1.0;3.0;no;9.0;8.0;10.0;1.0;0.0;no;16.0;12.0;13.0
GP;M;U;GT3;T;3;3;other;services;course;father;1;yes;yes;4;5;4;4;5;4;2.0;1.0;no;10.0;10.0;1.0;2.0;1.0;yes;10.0;12.0;12.0
GP;M;U;GT3;T;2;2;other;other;course;father;1;no;yes;4;5;2;4;4;4;2.0;0.0;no;9.0;10.0;11.0;2.0;0.0;no;10.0;10.0;10.0
GP;F;U;GT3;T;4;2;health;services;home;father;1;yes;yes;4;3;1;1;3;0;2.0;0.0;no;17.0;17.0;18.0;2.0;0.0;yes;14.0;15.0;16.0
GP;F;U;GT3;T;2;2;other;other;home;mother;1;yes;yes;5;5;1;1;4;0;2.0;0.0;no;12.0;12.0;13.0;2.0;0.0;yes;6.0;7.0;0.0
GP;M;U;LE3;T;4;4;teacher;other;reputation;mother;1;yes;yes;4;4;1;3;5;0;2.0;0.0;no;11.0;9.0;10.0;2.0;0.0;yes;13.0;11.0;10.0
GP;F;U;GT3;T;1;3;at_home;services;home;mother;1;yes;yes;4;5;1;1;3;0;2.0;0.0;no;14.0;13.0;13.0;2.0;3.0;no;8.0;7.0;0.0
GP;M;U;LE3;T;4;3;teacher;other;course;mother;2;yes;yes;4;4;4;4;4;4;2.0;0.0;no;10.0;11.0;11.0;2.0;0.0;yes;10.0;9.0;9.0
GP;F;U;GT3;T;2;2;services;other;reputation;mother;2;yes;yes;3;4;1;4;5;2;2.0;0.0;no;13.0;12.0;14.0;2.0;0.0;yes;13.0;13.0;11.0
GP;M;U;GT3;T;4;3;other;other;course;mother;1;yes;yes;5;3;1;1;2;4;2.0;0.0;yes;11.0;11.0;13.0;2.0;0.0;no;10.0;10.0;11.0
GP;M;U;GT3;T;4;3;teacher;other;home;mother;1;yes;yes;3;3;2;3;3;10;2.0;0.0;yes;11.0;10.0;11.0;2.0;0.0;yes;9.0;8.0;8.0
GP;M;U;GT3;T;3;3;services;other;home;mother;1;yes;yes;4;3;1;2;3;2;2.0;0.0;no;11.0;12.0;13.0;2.0;0.0;yes;12.0;13.0;12.0
GP;F;U;GT3;T;2;4;services;services;reputation;father;1;yes;no;5;2;2;3;5;0;2.0;0.0;no;17.0;18.0;17.0;2.0;0.0;no;16.0;17.0;17.0
GP;M;U;GT3;T;1;2;services;services;other;mother;1;yes;yes;3;3;1;2;3;2;1.0;0.0;no;10.0;9.0;11.0;1.0;0.0;yes;11.0;12.0;11.0
GP;F;U;GT3;A;3;3;health;other;reputation;mother;1;yes;yes;3;3;1;3;3;6;2.0;0.0;no;12.0;13.0;14.0;2.0;0.0;no;8.0;7.0;9.0
GP;M;U;GT3;T;2;3;other;other;home;father;2;yes;yes;5;3;1;1;3;0;1.0;0.0;no;13.0;12.0;12.0;1.0;0.0;no;13.0;14.0;14.0
GP;F;U;GT3;T;4;4;services;teacher;home;mother;2;yes;yes;4;4;2;3;2;24;1.0;1.0;no;14.0;15.0;16.0;1.0;1.0;no;18.0;18.0;18.0
GP;F;U;GT3;T;4;3;health;other;home;mother;1;yes;yes;4;5;1;5;2;2;2.0;0.0;no;14.0;14.0;15.0;2.0;0.0;no;16.0;16.0;16.0
GP;F;U;GT3;T;2;3;other;other;reputation;mother;1;yes;no;4;3;1;3;4;6;2.0;0.0;no;11.0;12.0;12.0;2.0;0.0;yes;8.0;10.0;10.0
GP;F;R;GT3;T;2;2;other;other;reputation;mother;1;yes;yes;5;2;1;2;3;18;1.0;0.0;no;13.0;13.0;13.0;1.0;0.0;no;7.0;6.0;6.0
GP;F;R;GT3;T;2;2;services;services;reputation;mother;2;yes;yes;5;5;1;1;5;6;4.0;0.0;no;13.0;13.0;13.0;4.0;0.0;yes;10.0;10.0;11.0
GP;F;U;GT3;T;3;4;at_home;services;home;mother;1;yes;yes;4;3;3;4;5;28;3.0;1.0;yes;8.0;9.0;8.0;3.0;1.0;yes;10.0;9.0;9.0
GP;F;U;GT3;A;3;1;services;other;course;mother;1;yes;yes;2;3;2;2;4;5;2.0;0.0;no;11.0;11.0;12.0;2.0;3.0;yes;7.0;7.0;7.0
GP;F;U;GT3;T;1;1;at_home;other;home;mother;2;yes;no;4;2;1;4;5;6;1.0;0.0;no;12.0;13.0;13.0;1.0;0.0;yes;9.0;9.0;10.0
GP;F;U;GT3;A;2;2;other;other;reputation;mother;1;yes;yes;3;4;1;1;4;0;2.0;0.0;no;13.0;13.0;13.0;2.0;0.0;yes;12.0;13.0;14.0
GP;M;U;GT3;T;2;2;services;other;home;mother;1;yes;yes;4;4;2;4;5;15;2.0;0.0;no;12.0;11.0;11.0;2.0;1.0;yes;6.0;7.0;8.0
GP;F;R;LE3;T;4;4;services;other;other;mother;1;yes;no;5;1;1;2;3;12;1.0;0.0;no;12.0;11.0;11.0;1.0;0.0;yes;8.0;10.0;10.0
GP;F;U;LE3;T;3;2;other;other;reputation;mother;2;yes;yes;4;4;1;3;1;2;2.0;0.0;no;14.0;16.0;15.0;2.0;0.0;yes;14.0;15.0;15.0
GP;F;U;GT3;T;4;3;other;other;reputation;mother;1;yes;yes;3;5;2;4;1;22;2.0;0.0;no;11.0;9.0;10.0;2.0;2.0;yes;6.0;6.0;4.0
GP;M;U;LE3;T;3;3;services;health;home;father;1;yes;yes;3;4;2;4;4;13;2.0;0.0;no;10.0;10.0;10.0;2.0;1.0;yes;6.0;6.0;8.0
GP;F;R;GT3;T;2;1;at_home;services;reputation;mother;2;yes;yes;4;5;1;2;5;2;2.0;0.0;no;11.0;10.0;11.0;2.0;0.0;no;6.0;6.0;6.0
GP;F;U;GT3;T;2;3;services;teacher;other;mother;1;yes;yes;2;1;1;1;3;2;2.0;0.0;no;13.0;13.0;14.0;2.0;0.0;no;16.0;16.0;17.0
GP;M;U;GT3;T;2;2;other;other;home;mother;2;yes;yes;3;3;5;5;4;0;2.0;3.0;yes;10.0;9.0;10.0;2.0;0.0;yes;12.0;13.0;13.0
GP;M;U;LE3;T;2;1;at_home;other;course;mother;4;yes;yes;4;2;4;5;3;14;2.0;0.0;no;9.0;10.0;11.0;2.0;0.0;yes;10.0;8.0;9.0
GP;F;U;LE3;T;4;3;health;other;reputation;father;1;yes;yes;3;3;1;2;3;14;2.0;0.0;no;14.0;12.0;12.0;2.0;0.0;no;13.0;13.0;14.0
GP;M;U;GT3;T;4;4;health;other;reputation;father;1;yes;yes;4;4;2;4;1;2;2.0;0.0;no;13.0;13.0;14.0;2.0;0.0;yes;14.0;13.0;13.0
GP;M;U;GT3;T;3;2;at_home;other;reputation;mother;2;yes;yes;5;3;1;3;2;10;3.0;0.0;no;12.0;12.0;12.0;3.0;0.0;no;11.0;9.0;10.0
GP;M;U;GT3;T;2;2;other;services;reputation;father;1;no;yes;5;4;3;5;2;0;2.0;0.0;no;8.0;7.0;8.0;2.0;1.0;no;7.0;7.0;0.0
GP;M;R;LE3;A;4;4;teacher;other;course;mother;2;yes;yes;3;3;2;3;4;2;2.0;0.0;no;12.0;12.0;12.0;2.0;0.0;yes;10.0;11.0;12.0
GP;M;U;GT3;T;4;4;services;services;course;mother;1;yes;yes;5;2;1;2;5;0;1.0;0.0;yes;14.0;15.0;15.0;1.0;0.0;no;13.0;12.0;12.0
GP;M;U;GT3;T;2;1;other;other;course;mother;3;yes;yes;4;3;1;1;4;6;1.0;0.0;no;15.0;16.0;16.0;1.0;0.0;no;18.0;18.0;18.0
GP;M;R;LE3;T;3;3;other;services;course;mother;1;yes;yes;4;3;1;3;5;8;2.0;0.0;no;10.0;9.0;10.0;2.0;1.0;no;3.0;5.0;5.0
GP;M;U;GT3;T;3;2;services;other;course;mother;2;no;yes;4;5;2;4;5;0;1.0;0.0;no;7.0;8.0;7.0;1.0;1.0;no;6.0;8.0;8.0
GP;M;U;GT3;T;3;3;at_home;other;reputation;other;3;yes;yes;5;3;1;3;2;6;2.0;1.0;no;9.0;11.0;10.0;2.0;0.0;no;7.0;10.0;10.0
GP;M;R;GT3;T;2;1;other;other;course;mother;2;yes;no;3;2;1;3;3;0;1.0;0.0;no;14.0;13.0;12.0;1.0;0.0;no;8.0;9.0;8.0
GP;M;U;LE3;A;4;3;services;at_home;reputation;mother;1;yes;yes;4;1;1;1;1;12;2.0;0.0;no;11.0;13.0;14.0;2.0;0.0;no;11.0;11.0;11.0
GP;M;U;GT3;T;2;1;other;other;home;mother;1;yes;yes;5;4;1;2;4;8;2.0;0.0;no;16.0;16.0;16.0;2.0;0.0;no;15.0;14.0;14.0
GP;F;U;LE3;T;2;2;services;services;course;father;1;yes;yes;3;1;1;1;2;0;4.0;0.0;no;10.0;11.0;12.0;4.0;0.0;yes;10.0;9.0;0.0
GP;M;U;GT3;T;4;3;teacher;other;course;mother;1;yes;yes;4;2;1;1;3;2;2.0;0.0;no;10.0;10.0;11.0;2.0;0.0;yes;8.0;8.0;8.0
GP;M;R;GT3;T;3;2;other;other;course;mother;1;yes;no;5;2;1;1;3;1;3.0;0.0;no;10.0;11.0;12.0;3.0;0.0;no;13.0;12.0;12.0
GP;F;U;GT3;T;2;2;at_home;services;home;mother;1;yes;yes;4;3;1;1;3;0;3.0;0.0;no;11.0;12.0;13.0;3.0;0.0;yes;9.0;10.0;0.0
GP;M;R;LE3;A;3;4;other;other;reputation;mother;2;yes;yes;4;5;3;4;1;13;2.0;0.0;no;15.0;16.0;16.0;2.0;0.0;yes;17.0;17.0;17.0
GP;M;U;GT3;T;4;2;health;other;reputation;father;1;yes;yes;5;5;1;3;5;10;2.0;0.0;no;10.0;12.0;14.0;2.0;0.0;yes;10.0;9.0;10.0
GP;F;R;GT3;T;2;1;other;other;reputation;mother;2;no;yes;4;5;1;2;3;0;2.0;0.0;no;8.0;9.0;10.0;2.0;0.0;no;6.0;0.0;0.0
GP;F;U;GT3;T;3;3;other;services;home;other;1;yes;yes;4;5;3;3;5;15;2.0;0.0;no;11.0;12.0;12.0;2.0;2.0;yes;9.0;9.0;9.0
GP;F;U;GT3;T;2;3;other;services;reputation;father;1;yes;yes;4;5;1;3;2;4;4.0;0.0;no;16.0;16.0;16.0;4.0;0.0;yes;15.0;14.0;14.0
GP;F;U;LE3;T;1;1;other;other;home;mother;2;yes;no;4;3;1;1;3;2;2.0;0.0;no;13.0;13.0;13.0;2.0;0.0;yes;11.0;11.0;11.0
GP;F;U;GT3;T;2;4;at_home;health;reputation;mother;2;yes;yes;4;3;1;1;1;2;2.0;0.0;no;15.0;16.0;16.0;2.0;0.0;yes;10.0;10.0;10.0
GP;F;R;GT3;A;3;2;other;services;home;mother;2;no;yes;4;1;1;1;5;75;2.0;0.0;no;12.0;9.0;10.0;2.0;0.0;no;10.0;9.0;9.0
GP;M;U;GT3;T;4;4;teacher;services;home;mother;2;yes;yes;3;4;1;4;3;22;1.0;0.0;no;11.0;12.0;12.0;1.0;0.0;yes;9.0;9.0;9.0
GP;M;U;LE3;T;4;3;teacher;services;course;mother;2;yes;yes;4;3;1;2;1;8;1.0;0.0;no;10.0;10.0;10.0;1.0;0.0;yes;10.0;11.0;10.0
GP;M;U;LE3;A;4;1;services;other;home;mother;2;yes;yes;4;4;2;4;5;30;1.0;0.0;no;11.0;11.0;10.0;1.0;0.0;yes;8.0;8.0;8.0
GP;F;R;LE3;T;1;1;at_home;other;reputation;mother;2;yes;no;5;2;1;1;3;1;4.0;0.0;no;17.0;17.0;18.0;4.0;0.0;yes;12.0;12.0;12.0
GP;F;U;GT3;T;1;1;other;other;home;mother;2;yes;yes;5;4;1;1;4;4;2.0;0.0;no;12.0;13.0;13.0;2.0;0.0;no;8.0;9.0;10.0
GP;M;U;GT3;T;1;1;other;other;reputation;father;1;yes;yes;4;3;1;2;4;2;2.0;0.0;no;12.0;12.0;12.0;2.0;0.0;yes;12.0;10.0;11.0
GP;M;U;GT3;T;2;1;services;services;reputation;mother;1;yes;yes;4;4;1;3;2;6;3.0;0.0;no;14.0;15.0;15.0;3.0;0.0;yes;15.0;14.0;14.0
GP;M;U;LE3;A;4;4;teacher;teacher;reputation;mother;1;yes;yes;5;3;1;1;2;9;2.0;0.0;no;17.0;17.0;17.0;2.0;0.0;yes;15.0;13.0;15.0
GP;M;U;GT3;T;4;2;teacher;other;home;mother;1;yes;yes;4;2;1;4;5;11;2.0;0.0;no;15.0;16.0;16.0;2.0;0.0;yes;12.0;11.0;11.0
GP;F;U;GT3;T;4;3;health;services;reputation;mother;1;yes;yes;4;2;1;2;3;0;3.0;0.0;no;17.0;18.0;18.0;3.0;0.0;yes;15.0;15.0;15.0
GP;M;R;LE3;T;3;2;services;other;reputation;mother;2;yes;yes;5;2;1;1;4;8;3.0;0.0;no;14.0;15.0;15.0;3.0;0.0;yes;14.0;13.0;14.0
GP;M;U;GT3;T;3;3;health;other;home;mother;1;yes;yes;4;3;1;3;5;4;1.0;0.0;no;14.0;15.0;15.0;1.0;0.0;yes;14.0;12.0;11.0
GP;F;U;GT3;T;4;4;health;other;reputation;other;2;yes;yes;2;4;2;3;2;0;2.0;0.0;no;14.0;13.0;13.0;2.0;0.0;yes;10.0;9.0;0.0
GP;F;U;LE3;T;4;3;other;other;home;other;2;yes;yes;4;5;1;2;2;10;2.0;0.0;no;13.0;14.0;14.0;2.0;0.0;yes;10.0;8.0;8.0
GP;F;U;GT3;T;4;3;other;other;reputation;father;1;yes;yes;4;3;1;1;3;0;4.0;0.0;no;16.0;17.0;17.0;4.0;0.0;yes;14.0;13.0;14.0
GP;F;U;LE3;A;4;4;health;other;home;mother;1;yes;yes;4;4;1;1;4;14;2.0;0.0;yes;14.0;15.0;15.0;2.0;0.0;no;12.0;10.0;11.0
GP;M;U;LE3;T;4;4;other;teacher;home;father;2;yes;yes;4;1;2;2;5;0;1.0;0.0;no;12.0;13.0;13.0;1.0;0.0;yes;11.0;11.0;10.0
GP;M;R;GT3;T;3;3;other;services;reputation;father;1;yes;no;4;3;1;2;5;0;2.0;0.0;no;10.0;10.0;11.0;2.0;1.0;no;15.0;12.0;12.0
GP;F;U;GT3;T;2;1;services;other;course;mother;2;yes;yes;5;3;1;2;1;0;2.0;0.0;no;12.0;12.0;15.0;2.0;0.0;yes;8.0;8.0;0.0
GP;F;U;GT3;T;4;4;teacher;other;course;mother;1;yes;yes;4;4;3;3;5;2;2.0;0.0;no;12.0;11.0;13.0;2.0;0.0;yes;11.0;11.0;11.0
GP;F;U;GT3;T;2;2;other;other;course;mother;1;yes;no;4;2;1;1;3;12;2.0;0.0;no;14.0;13.0;13.0;2.0;0.0;no;11.0;9.0;9.0
GP;F;R;LE3;T;2;2;services;services;course;mother;1;yes;yes;3;2;2;2;3;3;3.0;0.0;no;11.0;11.0;10.0;3.0;0.0;yes;11.0;11.0;11.0
GP;F;U;GT3;T;3;1;services;services;course;father;1;yes;yes;3;3;2;3;5;1;3.0;0.0;no;17.0;18.0;17.0;3.0;0.0;no;12.0;14.0;15.0
GP;M;U;GT3;T;3;3;other;services;reputation;mother;1;yes;yes;4;5;3;5;5;3;1.0;0.0;no;17.0;18.0;17.0;1.0;0.0;no;14.0;15.0;16.0
GP;M;U;LE3;T;2;2;other;other;course;mother;1;yes;yes;4;5;2;4;5;2;4.0;0.0;yes;11.0;11.0;12.0;4.0;0.0;no;9.0;8.0;8.0
GP;F;R;GT3;T;2;4;at_home;other;course;father;1;yes;yes;4;3;1;1;5;7;3.0;0.0;no;15.0;15.0;15.0;3.0;0.0;no;12.0;14.0;14.0
GP;F;U;GT3;T;3;3;services;services;home;mother;1;yes;yes;5;4;1;1;4;0;2.0;0.0;no;10.0;11.0;12.0;2.0;0.0;no;7.0;0.0;0.0
GP;F;R;GT3;T;2;2;at_home;other;course;mother;2;yes;no;4;4;1;1;4;0;4.0;0.0;no;14.0;13.0;14.0;4.0;0.0;no;10.0;9.0;0.0
GP;F;U;GT3;T;3;2;other;other;home;mother;1;yes;yes;4;2;2;3;2;0;2.0;0.0;no;12.0;13.0;15.0;2.0;0.0;yes;7.0;8.0;0.0
GP;F;U;LE3;T;3;3;services;services;home;mother;1;yes;yes;5;3;1;1;1;7;4.0;0.0;no;14.0;14.0;15.0;4.0;0.0;no;16.0;15.0;17.0
GP;M;U;LE3;T;3;4;services;other;home;mother;1;yes;yes;4;3;1;3;5;11;2.0;0.0;no;16.0;16.0;17.0;2.0;0.0;no;16.0;15.0;15.0
GP;M;U;GT3;T;4;3;teacher;other;course;mother;1;yes;yes;5;5;2;3;5;0;3.0;0.0;no;14.0;13.0;14.0;3.0;0.0;yes;10.0;10.0;9.0
MS;M;R;GT3;T;1;1;other;services;home;other;3;yes;yes;5;4;3;3;2;8;2.0;1.0;no;10.0;9.0;11.0;2.0;3.0;no;8.0;7.0;8.0
MS;M;R;GT3;T;1;1;other;other;home;other;3;yes;yes;4;4;3;3;5;4;1.0;1.0;no;8.0;9.0;10.0;1.0;1.0;no;8.0;8.0;8.0
MS;F;U;GT3;T;3;3;services;services;course;father;1;yes;no;5;4;1;1;5;0;2.0;0.0;no;10.0;10.0;10.0;2.0;0.0;no;10.0;9.0;9.0
MS;F;R;GT3;T;4;4;teacher;services;other;father;2;yes;yes;4;3;1;2;5;4;2.0;0.0;yes;12.0;12.0;12.0;2.0;0.0;yes;12.0;13.0;13.0
MS;F;U;LE3;A;3;2;services;other;reputation;mother;2;yes;no;1;3;1;2;5;2;2.0;0.0;no;15.0;14.0;15.0;2.0;0.0;no;12.0;12.0;11.0
MS;M;U;LE3;T;1;1;other;services;home;father;2;yes;yes;3;2;1;2;3;4;1.0;0.0;no;14.0;13.0;14.0;1.0;0.0;no;10.0;10.0;10.0
MS;F;U;LE3;T;1;1;at_home;services;course;father;2;yes;yes;5;2;1;1;4;0;3.0;0.0;no;19.0;17.0;18.0;3.0;0.0;no;18.0;16.0;16.0
MS;F;U;GT3;T;3;3;services;services;other;mother;2;yes;yes;4;2;1;3;3;0;2.0;0.0;no;13.0;12.0;13.0;2.0;0.0;no;11.0;11.0;10.0
MS;F;R;GT3;T;1;2;other;services;course;father;2;yes;no;3;2;1;2;3;0;2.0;0.0;no;13.0;13.0;13.0;2.0;0.0;no;12.0;11.0;12.0
MS;M;R;GT3;T;1;3;at_home;other;course;mother;2;yes;no;3;4;2;4;3;4;2.0;0.0;yes;8.0;10.0;9.0;2.0;0.0;yes;10.0;10.0;10.0
MS;F;R;GT3;T;1;1;other;services;reputation;mother;3;yes;yes;5;1;1;2;1;0;1.0;1.0;no;8.0;8.0;9.0;1.0;1.0;yes;7.0;6.0;0.0
MS;F;U;GT3;T;2;3;at_home;services;course;father;2;yes;yes;5;3;1;2;4;0;1.0;0.0;no;10.0;10.0;10.0;1.0;0.0;yes;11.0;10.0;10.0
MS;F;R;GT3;T;4;4;other;teacher;other;father;3;yes;yes;3;2;4;2;5;10;2.0;0.0;no;7.0;5.0;0.0;2.0;0.0;yes;14.0;12.0;11.0
MS;F;U;GT3;T;2;2;other;at_home;home;mother;1;yes;no;3;3;1;1;3;8;3.0;0.0;no;10.0;11.0;12.0;3.0;0.0;no;13.0;11.0;11.0
MS;F;R;GT3;T;1;1;other;other;home;mother;4;yes;yes;4;2;1;2;4;2;3.0;0.0;no;10.0;11.0;12.0;3.0;0.0;no;8.0;8.0;10.0
MS;F;R;LE3;T;4;4;teacher;services;course;mother;1;yes;yes;5;3;3;4;2;4;2.0;0.0;no;13.0;14.0;14.0;2.0;0.0;yes;8.0;9.0;10.0
MS;F;U;GT3;T;3;3;other;other;home;mother;1;yes;yes;4;3;1;2;1;0;2.0;0.0;no;16.0;16.0;16.0;2.0;0.0;yes;15.0;15.0;15.0
MS;F;R;GT3;T;3;1;at_home;other;reputation;mother;1;yes;yes;4;4;2;3;1;17;2.0;0.0;no;8.0;9.0;9.0;2.0;0.0;yes;10.0;10.0;10.0
MS;M;U;GT3;T;4;4;teacher;teacher;home;father;1;yes;yes;3;4;1;4;2;4;2.0;0.0;no;17.0;18.0;19.0;2.0;0.0;yes;15.0;14.0;14.0
MS;M;R;GT3;T;1;1;other;services;other;mother;2;yes;no;4;2;1;3;5;0;1.0;1.0;no;5.0;8.0;0.0;1.0;1.0;no;6.0;5.0;0.0
MS;F;R;GT3;T;4;4;teacher;at_home;reputation;mother;3;yes;yes;4;3;2;2;5;7;1.0;0.0;no;7.0;9.0;10.0;1.0;0.0;yes;6.0;5.0;6.0
MS;F;R;GT3;T;2;3;services;other;course;mother;1;yes;yes;5;2;1;2;5;0;3.0;1.0;no;10.0;11.0;10.0;3.0;1.0;no;7.0;5.0;0.0
